date,sales,expenses,marketing_spend,employee_count,seasonality,competition_level,customer_satisfaction,market_growth,profit,month,expense_ratio,marketing_ratio,profit_margin,sales_per_employee,marketing_efficiency,year,quarter,day_of_year,day_of_week,is_quarter_end,sales_lag_7,profit_lag_7,sales_growth
2021-06-01,18711.37668635568,12057.561094677416,957.2616515633836,7.0,0.5160623910158528,1,1.505751600483717,0.8755755755755756,96.5539401148817,6,0.6443973255837332,0.051159338385903905,0.5160172965000953,2673.053812336526,19.546773503144703,2021,2,152,1,0,21812.170316880933,-3563.7425127676943,-8.311714666771142
2021-06-02,20131.39317167041,12089.279147150226,1586.3074479819247,11.0,0.5012418134457758,1,3.1006888388237073,0.8760760760760762,-2344.19342346174,6,0.6005187541696159,0.07879769842328802,-11.644466945092354,1830.1266519700373,12.690725998469748,2021,2,153,2,0,22485.73109050085,-4057.831448687486,7.58905402374912
2021-06-03,19804.13053308777,11997.828772712004,3079.082736191794,9.0,0.48627270710868997,4,4.457734421798283,0.8765765765765766,-2472.7809758160292,6,0.6058245653686548,0.15547679465389372,-12.486188028727785,2200.458948120863,6.431827992248593,2021,2,154,3,0,19175.428603878197,781.2300644085935,-1.625633336907728
2021-06-04,24269.11740002325,13931.388057427659,3282.809451931847,10.0,0.4711595076738638,2,2.8539269279213633,0.8770770770770772,-945.080109336257,6,0.5740376886311619,0.13526694843582165,-3.8941676112842556,2426.911740002325,7.3927889374576745,2021,2,155,4,0,18564.93524941417,-2438.5897626274345,22.545735393308973
2021-06-05,22483.136752290407,13181.701347354507,1350.5195106388123,8.0,0.4559066935084588,4,3.3212219958104487,0.8775775775775776,1550.915894297088,6,0.5862928065858808,0.06006810906851029,6.898129524293769,2810.392094036301,16.647768932753593,2021,2,156,5,0,24562.152708635578,1015.2980113455924,-7.359067156398247
2021-06-06,21968.136630386893,12993.283788070166,1085.9487467495028,13.0,0.440518784350495,3,2.664130948877543,0.8780780780780781,-2511.0959044327765,6,0.5914604413966327,0.04943290207178475,-11.43062767080283,1689.8566638759148,20.229441487126014,2021,2,157,6,0,20690.9551198191,-2864.3235992864647,-2.2906061888853246
2021-06-07,25232.921264854755,14980.895210534734,1635.0852866528762,12.0,0.42500033996955416,4,4.927138076161415,0.8785785785785787,-983.0592323328565,6,0.5937043536612077,0.06479968250565886,-3.8959390473036266,2102.743438737896,15.432174376975865,2021,2,158,0,0,20407.59800268014,-3453.6910847959816,14.861454521144623
2021-06-08,21961.88752338635,13817.954411533694,2519.8855873213083,8.0,0.4093559588156213,2,4.8451939659344125,0.8790790790790791,-775.9524754686518,6,0.6291788170219658,0.11473902617149738,-3.5331775314957357,2745.235940423294,8.715430428225236,2021,2,159,1,0,18711.37668635568,96.5539401148817,-12.963357302685385
2021-06-09,21446.994869841757,13147.042452267615,2043.4475563170536,7.0,0.39359027665646673,2,2.7929048838874166,0.8795795795795797,656.504861257089,6,0.6130016131422993,0.09527896885873274,3.061057575857633,3063.856409977394,10.495495616484577,2021,2,160,2,0,20131.39317167041,-2344.19342346174,-2.3444826998421875
2021-06-10,16846.51222936192,9552.178359148636,806.5969680645385,9.0,0.3777079652039649,3,3.617838400311267,0.8800800800800801,-712.2630978512543,6,0.5670122236043653,0.047879166742817794,-4.227955841268113,1871.8346921513246,20.885910679512964,2021,2,161,3,0,19804.13053308777,-2472.7809758160292,-21.45047671433411
2021-06-11,25407.478990325635,15367.739783411384,2368.5620190241907,11.0,0.36171373072976765,5,2.955604761788762,0.8805805805805806,-1128.8228121099392,6,0.6048510278907614,0.09322302381617886,-4.442876101716975,2309.7708173023307,10.726963780662626,2021,2,162,4,0,24269.11740002325,-945.080109336257,50.81744306719309
2021-06-12,20149.624971343,12338.885857054192,1184.843732403859,10.0,0.3456123126707335,3,3.9919557112251027,0.8810810810810812,-1374.1046181150505,6,0.6123630526425519,0.058802272205510306,-6.819504680952206,2014.9624971343,17.006145553441574,2021,2,163,5,0,22483.136752290407,1550.915894297088,-20.694119322049463
2021-06-13,18147.86575584117,11458.793972765334,2086.0208044223505,12.0,0.3294084822245304,3,3.907746461793863,0.8815815815815816,-4996.949021346516,6,0.6314127582234922,0.11494579211061955,-27.53463734289621,1512.3221463200973,8.699753002159811,2021,2,164,6,0,21968.136630386893,-2511.0959044327765,-9.934473809556032
2021-06-14,23542.175972515695,14915.575926793603,2553.747362223669,12.0,0.3131070409358269,3,4.149364457290613,0.8820820820820822,-3527.147316501576,6,0.6335682795085207,0.10847541727684987,-14.982248542442903,1961.8479977096413,9.218678527392155,2021,2,165,0,0,25232.921264854755,-983.0592323328565,29.724212693926756
2021-06-15,25192.304121190893,14607.8353768006,1532.186554077939,12.0,0.29671281927349075,5,3.76553475816631,0.8825825825825826,-547.7178096876451,6,0.5798530895200251,0.060819627561939316,-2.1741473390158217,2099.3586767659076,16.44206056641156,2021,2,166,1,0,21961.88752338635,-775.9524754686518,7.009242266312343
2021-06-16,23901.07570768534,13935.216669006035,2427.084392268398,11.0,0.28023067519921585,4,5.0,0.8830830830830831,-1261.2253535890923,6,0.5830372172129975,0.1015470777111498,-5.276856025285706,2172.825064335031,9.847649213938933,2021,2,167,2,0,21446.994869841757,656.504861257089,-5.12548755879545
2021-06-17,23494.63488472606,13467.992001378327,1925.6611816647846,7.0,0.26366549272800704,5,2.677660987991409,0.8835835835835837,2500.9817016829484,6,0.5732369141915847,0.0819617411001634,10.644905587823562,3356.376412103723,12.200814509027143,2021,2,168,3,0,16846.51222936192,-712.2630978512543,-1.7005126795552217
2021-06-18,21791.241915492792,12957.735219742184,3183.7108722778153,10.0,0.24702218048093552,1,2.131517316450789,0.8840840840840841,-2350.204176527208,6,0.5946304148241179,0.1461004785603482,-10.785085979226805,2179.124191549279,6.844604547869024,2021,2,169,4,0,25407.478990325635,-1128.8228121099392,-7.250135946316194
2021-06-19,21736.419785744678,13275.031058669974,2197.8634701828355,12.0,0.23030567023061221,2,3.185527839438831,0.8845845845845847,-3336.4747431081323,6,0.6107275802326975,0.10111432755932753,-15.349697769898063,1811.3683154787232,9.889795285571799,2021,2,170,5,0,20149.624971343,-1374.1046181150505,-0.251578730394153
2021-06-20,21449.7264696815,13363.50314010345,1997.9169708413588,10.0,0.21352091543979612,3,2.245609387551786,0.8850850850850851,-1911.6936412633095,6,0.6230150840847474,0.09314417009770964,-8.9124383192738,2144.97264696815,10.736044982213969,2021,2,171,6,0,18147.86575584117,-4996.949021346516,-1.3189537140389507
2021-06-21,20755.55397375884,12415.356872434042,2566.1822142104215,11.0,0.19667288979357647,4,2.3060301839952055,0.8855855855855856,-3025.9851128856226,6,0.5981703445800929,0.1236383388010185,-14.57915850721866,1886.8685430689854,8.088106081798651,2021,2,172,0,0,23542.175972515695,-3527.147316501576,-3.236276681214789
2021-06-22,21044.330455983625,12466.674511962752,1404.0637428931793,10.0,0.1797665857255624,2,2.6989482766416266,0.8860860860860862,-826.4077988723066,6,0.5924006248636934,0.06671933544428618,-3.9269854681327265,2104.4330455983627,14.988158879895433,2021,2,173,1,0,25192.304121190893,-547.7178096876451,1.391321487202335
2021-06-23,21091.87735124401,12731.005406870776,3528.9449329142913,8.0,0.16280701293851715,2,2.762248875654698,0.8865865865865866,-1568.0729885410583,6,0.6035975458637822,0.1673129837684246,-7.434487515870998,2636.484668905501,5.976822464561896,2021,2,174,2,0,23901.07570768534,-1261.2253535890923,0.2259368401376971
2021-06-24,19966.241785362065,11562.173620402225,1761.283535267929,10.0,0.1457991969198751,4,2.736305518439952,0.8870870870870872,-1357.2153703080894,6,0.5790861267080744,0.08821307255525605,-6.797550509996881,1996.6241785362065,11.336188288573748,2021,2,175,3,0,23494.63488472606,2500.9817016829484,-5.336820175542856
2021-06-25,21079.430968738856,13692.4279420907,2443.715092319678,11.0,0.12874817745258132,1,3.9145751603563292,0.8875875875875876,-3856.7120656715233,6,0.6495634518026979,0.11592889276488288,-18.29609191723956,1916.3119062489868,8.625977322392917,2021,2,176,4,0,21791.241915492792,-2350.204176527208,5.575356621158956
2021-06-26,18272.409780040798,10159.61535446545,823.561784461098,9.0,0.11165900712169512,3,3.0950487511317313,0.8880880880880881,89.23264111425033,6,0.5560085110154949,0.04507132854259244,0.4883463220692454,2030.2677533378665,22.18705399498041,2021,2,177,5,0,21736.419785744678,-3336.4747431081323,-13.316399256037393
2021-06-27,21779.408551465807,13160.015420327347,2125.9719692784483,10.0,0.09453674981719912,3,3.356388340102016,0.8885885885885887,-1506.578838139988,6,0.6042411752931485,0.09761385228871908,-6.917446057269501,2177.940855146581,10.244447653210454,2021,2,178,6,0,21449.7264696815,-1911.6936412633095,19.19286407015539
2021-06-28,19032.041804878143,12431.028192541704,2629.0928559553063,8.0,0.07738647923346301,3,4.215386219600748,0.8890890890890891,-2428.079243618867,6,0.653163140349738,0.13814034683769127,-12.757849465192542,2379.005225609768,7.239014689712306,2021,2,179,0,0,20755.55397375884,-3025.9851128856226,-12.614514944680444
2021-06-29,21209.899698053923,12729.339741112353,2202.3732326351956,13.0,0.06021327736579302,4,2.886941980174859,0.8895895895895897,-4121.813275693626,6,0.600160298838203,0.10383704138107124,-19.433440678042505,1631.5307460041479,9.630474700546436,2021,2,180,1,0,21044.330455983625,-826.4077988723066,11.44311217631715
2021-06-30,21421.964326478337,12758.159078386256,2156.215166014836,10.0,0.04302223300453059,3,3.288363281036222,0.8900900900900901,-1492.4099179227542,6,0.595564388211435,0.1006544093320926,-6.966727678087301,2142.1964326478337,9.934984534067107,2021,2,181,2,1,21091.87735124401,-1568.0729885410583,0.9998379598366025
2021-07-01,22016.26924160181,13031.038833555873,1985.748570082831,13.0,0.02581844022713308,3,3.7926079888743325,0.8905905905905906,-3400.518162036893,7,0.5918822435607074,0.0901945987438495,-15.4454786354597,1693.5591724309086,11.087138408808448,2021,3,182,3,0,19966.241785362065,-1357.2153703080894,2.774278334451763
2021-07-02,21097.1324517712,12568.083630181514,2659.9778702746503,14.0,0.008606996888688698,3,1.946745759503823,0.8910910910910912,-5330.929048684966,7,0.595724734577678,0.12608243685986498,-25.26850064041481,1506.9380322693712,7.931318785593077,2021,3,183,4,0,21079.430968738856,-3856.7120656715233,-4.174807183470564
2021-07-03,18568.970600658282,11827.806597733235,2325.421698998469,10.0,-0.008606996888688009,3,1.592075592839534,0.8915915915915916,-3584.2576960734223,7,0.6369661976477001,0.12523158924684985,-19.30240384971237,1856.897060065828,7.98520569781202,2021,3,184,5,0,18272.409780040798,89.23264111425033,-11.983438303249905
2021-07-04,18837.910824780993,10196.815539203842,1225.8040784910954,9.0,-0.02581844022713239,3,3.776893863038178,0.8920920920920922,215.29120708605478,7,0.5412922714226932,0.06507112651146901,1.1428613771907359,2093.1012027534434,15.367799108622265,2021,3,185,6,0,21779.408551465807,-1506.578838139988,1.448331358299293
2021-07-05,22445.883070835,14234.246693149162,2158.4998229240837,6.0,-0.04302223300453034,2,3.893611424453519,0.8925925925925926,1253.1365547617543,7,0.6341584622992353,0.09616462030530333,5.582923829760184,3740.9805118058334,10.398834798340607,2021,3,186,0,0,19032.041804878143,-2428.079243618867,19.152719638675507
2021-07-06,19330.8257838606,10886.516894091288,1725.5689614295793,8.0,-0.060213277365792774,1,5.0,0.8930930930930931,318.7399283397335,7,0.5631687448748565,0.08926514473428575,1.6488686613990957,2416.353222982575,11.202580839102264,2021,3,187,1,0,21209.899698053923,-4121.813275693626,-13.878078564090623
2021-07-07,19993.248327799196,11862.62283206231,2797.9246858590386,8.0,-0.07738647923346322,2,3.626475900693448,0.8935935935935937,-1067.299190122153,7,0.5933314405727744,0.1399434769170912,-5.338298072545566,2499.1560409748995,7.1457421383952395,2021,3,188,2,0,21421.964326478337,-1492.4099179227542,3.42676795779544
2021-07-08,20498.66755926514,12084.578325409753,1348.020620649204,13.0,-0.09453674981719933,2,4.155791773806476,0.8940940940940941,-3333.9313867938163,7,0.5895299433717425,0.06576137774574112,-16.264137057468993,1576.820581481934,15.206494058965527,2021,3,189,3,0,22016.26924160181,-3400.518162036893,2.527949551665376
2021-07-09,17649.277165239422,10883.842934029013,1689.277595777435,11.0,-0.11165900712169444,3,3.343621885131221,0.8945945945945947,-3723.8433645670257,7,0.6166735800072846,0.09571369863829315,-21.099126778411094,1604.479742294493,10.447825277122034,2021,3,190,4,0,21097.1324517712,-5330.929048684966,-13.900368820498432
2021-07-10,20077.269427870244,11247.299480780272,2685.0453878986727,11.0,-0.12874817745258066,4,3.737781777268069,0.8950950950950951,-2655.0754408087005,7,0.5602006548344339,0.13373558578495887,-13.22428555510173,1825.2063116245677,7.477441356618107,2021,3,191,5,0,18568.970600658282,-3584.2576960734223,13.756893497104784
2021-07-11,18923.359878998526,11585.102260440088,728.3365406619984,6.0,-0.14579919691987442,4,4.833805473399627,0.8955955955955957,1809.9210778964398,7,0.612211696787389,0.03848875386396466,9.564480565130093,3153.893313166421,25.981615396913547,2021,3,192,6,0,18837.910824780993,215.29120708605478,-5.747343048900455
2021-07-12,19471.493181252485,12695.050720394916,2341.3834455867477,8.0,-0.16280701293851646,4,1.8008057454994915,0.8960960960960962,-1964.940984729179,7,0.6519813658984277,0.12024673320077349,-10.091372892866072,2433.9366476565606,8.316234240894683,2021,3,193,0,0,22445.883070835,1253.1365547617543,2.896596089483494
2021-07-13,19648.486825772234,11107.505093166936,2343.2821349836686,13.0,-0.17976658572556214,3,3.8308930060573445,0.8965965965965966,-4202.300402378371,7,0.5653109672851555,0.11926018302386865,-21.387399648844003,1511.422063520941,8.385028218511627,2021,3,194,1,0,19330.8257838606,318.7399283397335,0.9089885550747745
2021-07-14,17877.754189721432,10821.505597638057,2437.338937711086,11.0,-0.19667288979357622,3,5.0,0.8970970970970972,-4181.090345627711,7,0.6053056487296224,0.13633361952769216,-23.387111721401624,1625.2503808837666,7.334947927476388,2021,3,195,2,0,19993.248327799196,-1067.299190122153,-9.012056000812196
2021-07-15,21061.135997137015,12305.690509383903,1547.0227092486793,11.0,-0.2135209154397959,3,3.7256273753674742,0.8975975975975976,-1591.5772214955678,7,0.5842842718007566,0.07345390625932888,-7.556939102011979,1914.648727012456,13.613979853835163,2021,3,196,3,0,20498.66755926514,-3333.9313867938163,17.80638537499204
2021-07-16,19319.287088703983,11804.515856318907,2062.6363922664273,12.0,-0.23030567023061196,2,4.8204583705862785,0.8980980980980982,-4147.865159881352,7,0.6110223323520579,0.10676565769719598,-21.470073615224734,1609.940590725332,9.366307683282912,2021,3,197,4,0,17649.277165239422,-3723.8433645670257,-8.27044138867824
2021-07-17,20971.4092357001,12592.419430127937,762.3509418329753,14.0,-0.24702218048093527,1,2.996630280376446,0.8985985985985987,-3583.3611362608126,7,0.6004565209996274,0.036351917663940685,-17.08688765731955,1497.957802550007,27.508865123557175,2021,3,198,5,0,20077.269427870244,-2655.0754408087005,8.5516724266814
2021-07-18,20366.216472444547,11898.986428944572,2349.194758382959,11.0,-0.2636654927280072,3,3.4743620046690293,0.8990990990990991,-2681.9647148829845,7,0.584251200759055,0.1153476278503381,-13.168693942302331,1851.474224767686,8.669445732316973,2021,3,199,6,0,18923.359878998526,1809.9210778964398,-2.8857992157499845
2021-07-19,21079.931169887408,12891.894844367982,2587.3822754089188,11.0,-0.2802306751992161,5,3.52681976191087,0.8995995995995997,-3199.3459498894927,7,0.6115719610500436,0.12274149543263137,-15.177212506555737,1916.3573790806734,8.147203979186209,2021,3,200,0,0,19471.493181252485,-1964.940984729179,3.5044049463409888
2021-07-20,20386.73098723282,13134.212647233064,3146.0899260728015,11.0,-0.2967128192734901,2,1.7259271365129834,0.9001001001001001,-4693.571586073047,7,0.6442530023797517,0.15432047090055973,-23.022678765969857,1853.339180657529,6.4800216987697965,2021,3,201,1,0,19648.486825772234,-4202.300402378371,-3.2884366512772267
2021-07-21,19682.015003416043,11713.757106185976,1054.6222824859428,16.0,-0.3131070409358267,1,2.5654577377198398,0.9006006006006007,-5886.364385255876,7,0.5951502985925433,0.05358304433275256,-29.907325973657823,1230.1259377135027,18.66262009657319,2021,3,202,2,0,17877.754189721432,-4181.090345627711,-3.4567385239845594
2021-07-22,20892.49263324589,12895.374551021625,2401.7253616548837,7.0,-0.3294084822245302,4,2.622499936492811,0.9011011011011012,1547.4290172431884,7,0.617225276916045,0.11495638188394317,7.406627080872051,2984.6418047494126,8.698951581562238,2021,3,203,3,0,21061.135997137015,-1591.5772214955678,6.150171258480164
2021-07-23,21465.99659201515,12232.96147627351,1507.5837137978144,12.0,-0.3456123126707333,2,4.157652862426022,0.9016016016016016,-1874.5485980561716,7,0.5698762423554975,0.07023124723492224,-8.732641832028706,1788.833049334596,14.238676363741886,2021,3,204,4,0,19319.287088703983,-4147.865159881352,2.7450241042883183
2021-07-24,18744.87227779244,10768.70517826646,1021.4272453246409,11.0,-0.3617137307297674,4,4.197722484547244,0.9021021021021022,-1845.2601457986602,7,0.5744880529820647,0.05449102187453971,-9.84407958855388,1704.079297981131,18.351647034669362,2021,3,205,5,0,20971.4092357001,-3583.3611362608126,-12.676440632786202
2021-07-25,19050.376482134707,11666.429028221013,1955.9719206650097,12.0,-0.37770796520396466,4,3.7592291541652267,0.9026026026026026,-4172.024466751316,7,0.6123988698680941,0.10267366225015578,-21.89995809617625,1587.5313735112256,9.739596095867153,2021,3,206,6,0,20366.216472444547,-2681.9647148829845,1.6298014721829013
2021-07-26,19065.156738974285,12181.152057652553,1629.58632046905,10.0,-0.39359027665646645,5,4.159282317484565,0.9031031031031032,-2745.581639147318,7,0.6389222089504786,0.08547458291479657,-14.401044149480366,1906.5156738974285,11.699384377187634,2021,3,207,0,0,21079.931169887408,-3199.3459498894927,0.07758511677413704
2021-07-27,19089.510408857383,11631.51291970726,1071.2129647786417,11.0,-0.4093559588156211,3,3.3686804698225807,0.9036036036036037,-2413.215475628519,7,0.6093143653548249,0.05611526654353625,-12.641578667773512,1735.410037168853,17.820462444460883,2021,3,208,1,0,20386.73098723282,-4693.571586073047,0.12773915376900202
2021-07-28,17948.04413635155,10612.297466549351,336.2893834383286,13.0,-0.42500033996955394,4,4.461545335631635,0.9041041041041041,-3400.5427136361304,7,0.5912787703176777,0.01873682619028198,-18.9465921066505,1380.61877971935,53.37083184977501,2021,3,209,2,0,19682.015003416043,-5886.364385255876,-5.979547133781926
2021-07-29,25313.92288318163,15187.999432620654,2161.6861795447303,18.0,-0.4405187843504952,3,3.5070307541056573,0.9046046046046047,-6435.762728983756,7,0.5999860038568515,0.08539514754471096,-25.42380633252077,1406.3290490656461,11.710267254663654,2021,3,210,3,0,20892.49263324589,1547.4290172431884,41.04000798566905
2021-07-30,18166.140417885174,10274.480383746244,2667.7978201986007,13.0,-0.455906693508459,3,3.5462912379414053,0.9051051051051051,-5176.137786059671,7,0.5655841112859985,0.1468555102421241,-28.493326964287856,1397.395416760398,6.809414221851647,2021,3,211,4,0,21465.99659201515,-1874.5485980561716,-28.236565696600845
2021-07-31,19412.573149385986,11949.801552809275,1454.330799381966,10.0,-0.47115950767386394,3,3.287525893390071,0.9056056056056057,-1991.5592028052552,7,0.6155702008616639,0.07491695141032688,-10.259120145894968,1941.2573149385985,13.348113893782331,2021,3,212,5,0,18744.87227779244,-1845.2601457986602,6.861296361409042
2021-08-01,19197.74336208567,11959.812548413105,1932.3829262933448,11.0,-0.4862727071086902,2,4.047560382109142,0.9061061061061062,-3494.452112620782,8,0.6229801244261334,0.10065677459308468,-18.202410807939565,1745.2493965532426,9.934751079026746,2021,3,213,6,0,19050.376482134707,-4172.024466751316,-1.106652815405429
2021-08-02,21344.759111108957,12580.810300248835,1612.473810336091,10.0,-0.5012418134457756,3,3.1630409467096694,0.9066066066066066,-848.5249994759688,8,0.5894098047562929,0.07554424961848706,-3.9753318135801816,2134.4759111108956,13.237274909079005,2021,3,214,0,0,19065.156738974285,-2745.581639147318,11.183688147761718
2021-08-03,18756.171912801125,11018.682073800925,2605.171995898522,8.0,-0.5160623910158526,3,4.2811451017584545,0.9071071071071072,-1267.6821568983214,8,0.5874696673195159,0.13889678597584654,-6.758746735697842,2344.5214891001406,7.199590638288024,2021,3,215,1,0,19089.510408857383,-2413.215475628519,-12.127507201337274
2021-08-04,21899.61135393243,13272.705927185481,2379.236993645543,11.0,-0.5307300481619331,4,2.5942806874271946,0.9076076076076076,-3371.3904120091256,8,0.6060703869432894,0.10864288663361656,-15.394749968490826,1990.8737594484026,9.204468244408535,2021,3,216,2,0,17948.04413635155,-3400.5427136361304,16.75949365225162
2021-08-05,17762.809603409216,10439.32589402523,1006.148571904115,13.0,-0.5452404385406507,4,2.620866996217445,0.9081081081081082,-4082.6648625201296,8,0.587706907133746,0.056643548761058884,-22.984341743642535,1366.3699694930167,17.65426110956305,2021,3,217,3,0,25313.92288318163,-6435.762728983756,-18.889840936745127
2021-08-06,19591.309611754208,11721.719459739614,1607.923547008256,9.0,-0.5595892624101763,4,4.049941404101204,0.9086086086086087,-938.3333949936614,8,0.5983121951534536,0.08207330591332952,-4.789538900608712,2176.812179083801,12.184229560047369,2021,3,218,4,0,18166.140417885174,-5176.137786059671,10.293979664084496
2021-08-07,17692.42683318916,11665.316994496756,801.000395376813,14.0,-0.5737722679043243,2,3.4291646283335897,0.9091091091091091,-5973.890556684407,8,0.6593395640112993,0.04527363051597982,-33.765240987053325,1263.7447737992259,22.08791273425795,2021,3,219,5,0,19412.573149385986,-1991.5592028052552,-9.692474960559927
2021-08-08,22588.93631536079,13429.848938843475,1483.8167160056123,13.0,-0.5877852522924734,4,3.1368868670774974,0.9096096096096097,-2724.7293394883,8,0.5945321528801245,0.0656877639252361,-12.06222949787789,1737.6104857969838,15.223535408179988,2021,3,220,6,0,19197.74336208567,-3494.452112620782,27.67573679031008
2021-08-09,19348.54011820285,11429.9539949111,2121.909429850774,10.0,-0.6016240632249227,3,4.212046185980368,0.9101101101101101,-2203.323306559023,8,0.5907398659063663,0.10966767605657801,-11.387542900387434,1934.854011820285,9.118457105666176,2021,3,221,0,0,21344.759111108957,-848.5249994759688,-14.345058801880917
2021-08-10,18222.16220847426,10609.526422266976,2606.3746258981823,11.0,-0.6152845999633277,4,3.0141908687311325,0.9106106106106107,-3793.738839690899,8,0.5822320260837647,0.14303322493123685,-20.819367077780772,1656.5602007703872,6.991382599957104,2021,3,222,1,0,18756.171912801125,-1267.6821568983214,-5.8215136793132505
2021-08-11,20724.496141021365,12806.793670362787,2437.9635898162655,15.0,-0.6287628145958345,5,3.339838996559704,0.9111111111111112,-6520.261119157687,8,0.61795440445056,0.1176368087902819,-31.461614674682988,1381.633076068091,8.50074062942968,2021,3,223,2,0,21899.61135393243,-3371.3904120091256,13.73236558822526
2021-08-12,18529.48693464096,11027.080074175525,2032.2845147623875,13.0,-0.6420547132365636,1,4.619382360056927,0.9116116116116116,-4929.877654296951,8,0.595109843735627,0.10967840188618619,-26.60558099469296,1425.3451488185356,9.117565380262423,2021,3,224,3,0,17762.809603409216,-4082.6648625201296,-10.591375498078703
2021-08-13,18518.193086563777,10786.229332777551,1365.5694679441297,12.0,-0.655156357209085,4,4.73131387664852,0.9121121121121122,-3233.605714157904,8,0.5824666198455238,0.07374204716198494,-17.461777717957304,1543.182757213648,13.56078436232394,2021,3,225,4,0,19591.309611754208,-938.3333949936614,-0.06095067886672245
2021-08-14,19825.390988486306,12555.88660922829,1360.7780585324304,11.0,-0.6680638642135333,1,4.757918568216262,0.9126126126126126,-2891.2736792744145,8,0.6333235302405982,0.06863814485791019,-14.583690586246375,1802.3082716805732,14.56915833127671,2021,3,226,5,0,17692.42683318916,-5973.890556684407,7.0589927203588365
2021-08-15,19241.988161981157,12254.994399445512,2358.3435449344156,12.0,-0.6807734094770159,3,3.274299378452871,0.9131131131131132,-4971.349782398771,8,0.6368881581405015,0.12256236336295513,-25.835946579685036,1603.4990134984298,8.159111594793654,2021,3,227,6,0,22588.93631536079,-2724.7293394883,-2.942705275492241
2021-08-16,18018.638675734073,10510.971422571092,1376.7206868919502,11.0,-0.6932812268869771,3,4.484562323987577,0.9136136136136137,-2669.053433728969,8,0.5833388199701429,0.07640536622480794,-14.812736310226459,1638.0580614303703,13.088085947493457,2021,3,228,0,0,19348.54011820285,-2203.323306559023,-6.3577083404729
2021-08-17,19952.02007265805,11037.942067914522,2192.6717646954476,8.0,-0.7055836101071774,2,2.7408377377850575,0.9141141141141141,321.4062400480816,8,0.5532242864491076,0.1098972312933993,1.610895733252253,2494.0025090822564,9.099410314808017,2021,3,229,1,0,18222.16220847426,-3793.738839690899,10.729897145491286
2021-08-18,22915.641169716095,14253.141546748118,1974.8304035547517,16.0,-0.7176769136759615,4,2.7744777002223513,0.9146146146146147,-6112.330780586775,8,0.6219831005900108,0.086178273997612,-26.67318245785964,1432.227573107256,11.603852730071038,2021,3,230,2,0,20724.496141021365,-6520.261119157687,14.8537395525145
2021-08-19,17614.019578078303,10226.09683396698,868.4712448236392,12.0,-0.7295575540864876,1,1.619635317900511,0.9151151151151151,-3080.548500712315,8,0.5805657697061928,0.04930568181634721,-17.489185174667575,1467.8349648398587,20.28163820398589,2021,3,231,3,0,18529.48693464096,-4929.877654296951,-23.135384047835807
2021-08-20,17132.033606988414,10674.532963774433,2530.668774938825,13.0,-0.7412220108485957,2,4.838294561518824,0.9156156156156157,-6473.168131724844,8,0.6230744819120674,0.14771560884088666,-37.78400323172575,1317.8487389991087,6.769765279694713,2021,3,232,4,0,18518.193086563777,-3233.605714157904,-2.736376946519059
2021-08-21,18897.285168051396,10353.319191974919,1891.02367873115,12.0,-0.7526668275320083,3,2.808816120739137,0.9161161161161162,-2947.0577026546725,8,0.5478733638141159,0.1000685369308074,-15.595138012930562,1574.773764004283,9.993151001012956,2021,3,233,5,0,19825.390988486306,-2891.2736792744145,10.303806317207487
2021-08-22,22321.88315529046,13839.42856232393,2895.331160248234,11.0,-0.7638886127905429,4,3.398773936202352,0.9166166166166166,-3212.8765672817044,8,0.6199937731975753,0.12970819442543396,-14.393393894816745,2029.2621050264054,7.7096131391673595,2021,3,234,6,0,19241.988161981157,-4971.349782398771,18.122169172897085
2021-08-23,19464.270574683822,11072.976380169901,2319.864812730002,12.0,-0.7748840413670406,5,2.7717405264573727,0.9171171171171172,-3528.570618216081,8,0.5688873023873781,0.11918580785387002,-18.128450304248812,1622.0225478903185,8.39026070307019,2021,3,235,0,0,18018.638675734073,-2669.053433728969,-12.801843647001443
2021-08-24,21902.15415407766,13506.674551979857,3068.817255352617,9.0,-0.7856498550787144,4,4.056132198664113,0.9176176176176176,-1873.3376532548136,8,0.6166824713661891,0.1401148596509753,-8.55321188991834,2433.5726837864067,7.137001760491285,2021,3,236,1,0,19952.02007265805,321.4062400480816,12.524916205001112
2021-08-25,19815.195867748036,11896.254054567038,2093.8263903337074,17.0,-0.7961828637826154,4,3.1994930714261276,0.9181181181181182,-7774.884577152709,8,0.6003601545988163,0.10566771099859268,-39.236980694232784,1165.599756926355,9.463628865901319,2021,3,237,2,0,22915.641169716095,-6112.330780586775,-9.528552632988763
2021-08-26,18220.66257161204,10455.427833268901,1868.3645996701657,10.0,-0.8064799463209447,3,2.4561464876536405,0.9186186186186187,-2103.1298613270264,8,0.5738225924648072,0.1025409801826359,-11.542554246099272,1822.066257161204,9.752198567040207,2021,3,238,3,0,17614.019578078303,-3080.548500712315,-8.047022632419798
2021-08-27,19209.76662796079,11322.341820313084,2389.902274241145,10.0,-0.8165380514459157,1,3.8533300513488484,0.9191191191191191,-2502.4774665934383,8,0.5894054852198382,0.12441079168356584,-13.027110193785255,1920.9766627960792,8.037887923287736,2021,3,239,4,0,17132.033606988414,-6473.168131724844,5.428474691638185
